598,28,malicious,benign,,,,,,,,,,,,,,,,,,,,,,,,
39,5.0286393118,2,6,4,0,0.0570044053,48261,34,5,1,0,83,3,1,2,9651.4,104,9.3038990826,4,109,5.5870751259,2,1,18,0,2.4783566086,0.8848273861
112,4.6332696895,0,3,2,0,0.0443854098,95979,106,30,4,0,120,21,1,6,11996.5,201,9.3036697248,7,274,5.3912466579,0,0,20,0,2.0963405107,1.4712471216
0,4.6990953893,0,0,0,0,0.0454545455,1229,4,2,0,0,6,0,0,0,306.5,70,13.2608695652,0,0,5.4260139435,0,0,5,0,2.698180885,0.814995925
110,4.6332696895,0,3,2,0,0.044401891,95809,104,31,4,0,124,21,1,6,11975.25,201,9.3444753946,7,271,5.3940295605,0,0,18,0,2.0938777286,1.4728140037
90,4.4934334691,0,0,0,0,0.050121641,98515,30,15,0,0,92,3,0,5,678.420689655,261,8.6823069404,6,310,5.4589885342,0,0,5,0,2.0874699664,1.5736185093
97,4.6332696895,0,2,1,0,0.0460353421,63698,82,19,4,0,71,14,0,5,10615.5,364,9.2479338843,3,203,5.4164004876,0,0,8,0,2.0551275072,1.5401764687
182,4.7900172175,2,6,6,0,0.0435139728,348731,98,103,3,0,458,31,2,4,8109.04651163,201,10.766446564,15,582,5.3561813434,18,0,16,0,2.4225002937,0.8976454731
86,4.8024522421,0,1,1,0,0.037730231,72176,91,10,0,0,90,21,5,3,458.72611465,337,8.8056930693,4,191,5.3578646929,1,0,21,0,2.1274795837,1.4829008206
0,4.7077695456,0,0,0,0,0.0418719212,1545,4,2,0,0,6,0,0,0,385.5,80,13.1851851852,0,0,5.4206728976,0,0,5,0,2.7456716809,0.64808814
151,4.649027761,3,2,2,0,0.0484751997,113860,117,29,1,0,156,28,2,3,14231.625,201,9.5147615443,9,311,5.3962225565,12,1,19,0,2.2081363393,1.3280165826
0,5.9810630159,0,0,0,0,0.0956175299,5238,0,8,0,0,26,0,0,0,237.136363636,753,65.4852941176,0,4,6.183617774,1,0,0,0,3.0494220748,1.8014564967
0,5.5308937211,0,0,0,0,0,482,0,2,0,0,1,0,0,0,79.5,343,136.333333333,0,0,5.8572971138,0,0,0,0,3.4088355933,4.6025104603
112,5.0788070037,13,18,16,0,0.0523992891,148485,244,99,6,0,433,0,5,39,49494.3333333,2023,13.6881641627,12,356,5.3148590411,3,5,40,0,2.5027875903,0.9859648178
52,6.0140910891,0,0,0,0,0.0580641138,122970,40,29,8,0,98,5,8,10,896.598540146,73,12.1878522229,18,178,5.4034829398,3,0,13,0,2.6753186826,1.9188342085
76,5.0286393118,0,5,4,0,0.0469462948,163122,30,36,5,0,99,19,0,7,999.754601227,230,11.7368859284,35,190,5.3496038433,3,0,19,0,2.7334212889,2.2115720939
7,4.7242934043,0,0,0,0,0.0595710882,24774,0,85,0,0,53,1,0,1,798.193548387,354,22.4969199179,7,41,5.7650828444,2,0,0,0,2.8246170788,2.0165690038
110,4.6332696895,0,3,2,0,0.044401891,95809,104,31,4,0,124,21,1,6,11975.25,201,9.3444753946,7,271,5.3940295605,0,0,18,0,2.0938777286,1.4728140037
9,4.7256507561,0,0,0,0,0.042074364,7202,5,19,0,0,1,6,0,0,1799.75,65,21.2162162162,0,11,5.2268884281,0,0,0,0,2.8951195485,2.8055555556
110,4.6332696895,0,3,2,0,0.0444085346,95788,104,31,4,0,124,21,1,6,13683.1428571,201,9.3444753946,7,271,5.393874244,0,0,18,0,2.0938777286,1.4731215351
113,4.6332696895,0,2,2,0,0.0441855487,93028,82,23,3,0,114,21,1,4,10335.5555556,201,8.9558964525,7,266,5.3012561377,0,0,14,0,2.0771461579,1.3072317004
127,4.649027761,0,2,2,0,0.0441730186,94863,105,16,1,0,120,27,2,3,11857,201,8.556097561,7,248,5.373129153,1,0,19,0,2.107080117,1.3009055737
104,4.6332696895,0,2,2,0,0.0445034257,92631,80,23,1,0,123,20,1,4,13232.1428571,201,9.0586510264,7,251,5.3036353327,0,0,14,0,2.1037281754,1.3041694557
5,4.698270412,0,0,0,0,0.0813648294,4570,9,7,0,0,16,0,0,3,1522.66666667,188,20.0566037736,0,11,5.1230924346,0,0,8,0,2.3479203343,1.9041365726
0,5.9640804505,0,0,0,0,0.0756972112,5112,0,8,0,0,26,0,0,0,231.409090909,775,63.6617647059,0,4,6.1640827995,1,0,0,0,3.0370001012,1.8263943441
112,4.6332696895,0,3,2,0,0.0443854098,95979,106,30,4,0,120,21,1,6,11996.5,201,9.3036697248,7,274,5.3912466579,0,0,20,0,2.0963405107,1.4712471216
9,4.7256507561,0,0,0,0,0.042074364,7202,5,19,0,0,1,6,0,0,1799.75,65,21.2162162162,0,11,5.2268884281,0,0,0,0,2.8951195485,2.8055555556
0,6.0161269856,0,0,0,0,0.0758122744,5202,0,8,0,0,26,0,0,0,235.5,795,61.014084507,0,4,6.1819498692,1,0,0,0,2.9832619249,1.8332690081
0,5.9837804829,0,0,0,0,0.0756972112,5180,0,8,0,0,26,0,0,0,234.5,805,64.6470588235,0,4,6.1804478345,1,0,0,0,3.0484768953,1.8023255814
347,6.0362384442,2,40,35,0,0.0562239704,400728,152,119,4,0,1753,5,5,83,22261.7222222,36633,30.4821842716,39,982,5.583252047,54,1,46,0,2.4319892513,1.8594401965
52,5.2947660025,2,14,14,1,0.0481623988,52485,24,25,0,0,131,14,3,2,13120.5,892,13.8611793612,9,248,5.539463362,10,1,11,0,2.0311989589,1.8367852448
52,5.2947660025,2,14,14,1,0.0481623988,52485,24,25,0,0,131,14,3,2,13120.5,892,13.8611793612,9,248,5.539463362,10,1,11,0,2.0311989589,1.8367852448
52,5.2947660025,2,14,14,1,0.0481623988,52485,24,25,0,0,131,14,3,2,13120.5,892,13.8611793612,9,248,5.539463362,10,1,11,0,2.0311989589,1.8367852448
5,4.5593445971,0,0,0,0,0.0321316614,5215,1,2,0,0,22,0,0,0,117.545454545,66,9.7413793103,1,11,5.2716833744,0,0,0,0,2.3456275312,9.7622269476
111,4.6332696895,0,3,2,0,0.0443049274,96404,117,32,4,0,127,21,1,8,12049.625,201,9.3900643974,7,268,5.3819071719,0,0,18,0,2.0985521833,1.4751343389
9,4.7256507561,0,0,0,0,0.042074364,7202,5,19,0,0,1,6,0,0,1799.75,65,21.2162162162,0,11,5.2268884281,0,0,0,0,2.8951195485,2.8055555556
347,6.0362384442,2,40,35,0,0.0562239704,400728,152,119,4,0,1753,5,5,83,22261.7222222,36633,30.4821842716,39,982,5.583252047,54,1,46,0,2.4319892513,1.8594401965
0,5.9834757929,0,0,0,0,0.0836653386,5091,0,8,0,0,26,0,0,0,230.454545455,783,63.3529411765,0,4,6.1802006451,1,0,0,0,3.0165546585,1.8339577993
86,4.8024522421,0,3,3,0,0.0378179667,73796,97,10,0,0,98,21,5,3,413.58988764,337,8.9699157641,4,192,5.3751030048,1,0,21,0,2.1484222259,2.5129041022
22,4.8732358264,0,2,2,0,0.0504159314,13340,39,2,0,0,33,1,0,0,493.111111111,70,9.4620253165,6,42,5.584413585,1,0,10,0,2.2657431668,7.5779196395
31,4.8420575996,0,2,2,0,0.058833116,19859,52,5,0,0,33,3,0,1,661,299,12.1576576577,4,35,5.5453215573,2,0,7,0,2.3251787876,5.6830215319
0,3.9032080617,0,2,2,0,0.0028066236,48259,6,226,0,0,272,0,0,0,1048.13043478,554,30.2197023388,0,102,4.3030267749,0,0,0,0,1.885640093,1.7981955823
1,4.3841837198,0,2,2,0,0.0921584479,7207,6,4,2,0,11,1,0,0,31.6153846154,82,15.1028037383,0,8,5.0650046707,0,0,0,0,2.8947507339,14.7681740126
0,3.8890495359,0,1,1,0,0.0222222222,725,4,0,0,0,7,0,0,0,725,31,9.0833333333,0,1,3.3322365319,0,0,0,0,2.1969920724,52.479338843
0,3.8962915291,0,1,1,0,0.0540540541,631,3,0,0,0,4,0,0,0,631,35,14.25,0,0,4.070128127,0,0,0,0,2.745023543,42.0886075949
86,6.0362384442,0,64,1,0,0.0410352383,243182,56,783,3,0,314,17,0,73,559.329493088,382,23.2223985491,9,756,5.5118778555,1,0,15,0,2.3204391784,2.2446961895
112,4.6332696895,0,3,2,0,0.0443986624,95954,106,30,4,0,120,21,1,6,11993.375,201,9.3048668503,7,274,5.3945736641,0,0,20,0,2.0957402724,1.4705882353
9,4.7256507561,0,0,0,0,0.042074364,7202,5,19,0,0,1,6,0,0,1799.75,65,21.2162162162,0,11,5.2268884281,0,0,0,0,2.8951195485,2.8055555556
0,4.7596359771,0,0,0,0,0.0454545455,1238,4,2,0,0,6,0,0,0,308.75,79,13.652173913,0,0,5.4267543616,0,0,5,0,2.7008130844,0.8090614887
111,4.6332696895,0,3,2,0,0.0443115198,96383,117,32,4,0,127,21,1,8,13768.1428571,201,9.3900643974,7,268,5.381753076,0,0,18,0,2.0985521833,1.4754404532
127,4.649027761,0,2,2,0,0.0440912189,93870,103,14,1,0,110,27,3,3,15644.1666667,201,8.5516569201,7,247,5.3723992078,1,0,19,0,2.1054485536,1.3231628066
247,5.4351494989,0,51,3,2,0.0590570383,2450618,99,2695,62,0,6518,93,58,137,4666.84571429,28203,94.781268497,24,4380,5.3573126061,2309,0,24,45,2.8671417993,4.7810799173
94,6.0140910891,16,16,16,0,0.0634202653,172996,42,231,2,0,732,14,3,9,5405.15625,4017,17.3821563499,20,469,5.4312848266,25,11,7,0,2.5887456779,2.2206676457
0,2.5,0,0,0,0,0,4288,0,0,0,0,0,0,0,0,4288,13,4.1483870968,0,38,3.0214101634,0,0,0,0,1.0284629468,0
0,4.3120026904,1,0,0,0,0.12,495,0,1,0,0,1,0,0,0,81.6666666667,280,94,0,1,5.2850108313,0,1,0,0,1.4373342301,5.0916496945
0,2.5,0,0,0,0,0,4288,0,0,0,0,0,0,0,0,4288,13,4.1483870968,0,38,3.0214101634,0,0,0,0,1.0284629468,0
0,2.5,0,0,0,0,0,4288,0,0,0,0,0,0,0,0,4288,13,4.1483870968,0,38,3.0214101634,0,0,0,0,1.0284629468,0
0,2.5,0,0,0,0,0,4288,0,0,0,0,0,0,0,0,4288,13,4.1483870968,0,38,3.0214101634,0,0,0,0,1.0284629468,0
9,4.7256507561,0,0,0,0,0.042074364,7202,5,19,0,0,1,6,0,0,1799.75,65,21.2162162162,0,11,5.2268884281,0,0,0,0,2.8951195485,2.8055555556
0,4.6386629031,0,0,0,0,0.0454545455,1239,4,2,0,0,6,0,0,0,309,80,13.6956521739,0,0,5.4276065687,0,0,5,0,2.6955533856,0.8084074373
0,4.5609904516,1,0,0,0,0,122,0,1,0,0,0,0,0,0,122,95,47.5,0,0,4.8283301708,0,1,0,0,2.2804952258,1.6260162602
0,4.5548394068,0,0,0,0,0.0454545455,1238,4,2,0,0,6,0,0,0,308.75,78,13.652173913,0,0,5.4230267721,0,0,5,0,2.6920298539,0.8090614887
31,4.8420575996,0,0,0,0,0.0589906417,18259,46,5,0,0,25,3,0,1,2027.88888889,299,11.8592964824,4,34,5.5343544866,2,0,7,0,2.2605744964,1.8902038133
9,4.7256507561,0,0,0,0,0.042074364,7202,5,19,0,0,1,6,0,0,1799.75,65,21.2162162162,0,11,5.2268884281,0,0,0,0,2.8951195485,2.8055555556
0,4.6126490396,0,0,0,0,0.0418719212,1545,4,2,0,0,6,0,0,0,385.5,80,13.1851851852,0,0,5.422970531,0,0,5,0,2.7421486992,0.64808814
0,4.6815620264,0,0,0,0,0.0454545455,1250,4,2,0,0,6,0,0,0,311.75,91,14.1739130435,0,0,5.4145089276,0,0,5,0,2.6974185648,0.8012820513
0,4.7680481958,0,0,0,0,0,87,0,1,0,0,0,0,0,0,28.3333333333,66,33,0,0,5.0435342319,0,0,0,0,2.3840240979,4.6511627907
347,6.0362384442,2,40,35,0,0.0562239704,400728,152,119,4,0,1753,5,5,83,22261.7222222,36633,30.4821842716,39,982,5.583252047,54,1,46,0,2.4319892513,1.8594401965
0,5.9699067958,0,0,0,0,0.0794223827,5231,0,8,0,0,26,0,0,0,236.818181818,803,61.4507042254,0,4,6.1774613697,1,0,0,0,3.0082262651,1.8230665899
0,4.9105926107,0,2,2,0,0.1538461538,273,0,2,0,0,0,0,0,0,53.8,109,45.75,0,1,5.1530777597,0,0,0,0,2.3706202016,7.037037037
0,4.737820198,0,2,2,0,0.1428571429,175,1,1,0,0,0,0,0,0,43,76,24,0,0,5.0926086672,0,0,0,0,2.6277725004,2.8901734104
0,5.983432274,0,0,0,0,0.0677290837,5088,0,8,0,0,25,0,0,0,230.318181818,787,64.1940298507,0,4,6.1879044764,1,0,0,0,3.0316169014,1.8350434096
1,4.361606276,0,1,1,0,0.0856423174,6448,4,5,0,0,11,0,0,0,37.8493975904,68,16.8157894737,1,1,4.8598300863,1,0,0,0,3.0977511611,23.6632718014
0,3.9262723741,0,0,0,0,0.0440251572,823,3,0,0,0,1,0,0,0,44.7777777778,29,11.9333333333,0,2,5.1975897854,0,0,0,0,2.8252657376,8.7980173482
1,4.361606276,0,1,1,0,0.0856423174,6448,4,5,0,0,11,0,0,0,37.8493975904,68,16.8157894737,1,1,4.8598300863,1,0,0,0,3.0977511611,23.6632718014
0,3.9262723741,0,0,0,0,0.0440251572,823,3,0,0,0,1,0,0,0,44.7777777778,29,11.9333333333,0,2,5.1975897854,0,0,0,0,2.8252657376,8.7980173482
0,4.6605132379,0,0,0,0,0.0454545455,1234,4,2,0,0,6,0,0,0,307.75,75,13.4782608696,0,0,5.4259304834,0,0,5,0,2.6965034001,0.8116883117
8,5.0892237709,0,0,0,0,0.1131241715,34094,0,4,22,0,16,0,0,3,39.3969194313,103,11.2403314917,3,58,5.0987233724,1,0,0,0,2.5044240601,15.2321664862
11,4.2942460132,0,3,3,0,0.0553674567,16307,5,8,1,0,16,2,0,0,1253.46153846,60,11.5342465753,7,27,5.3565831237,1,0,4,0,2.5303416308,1.7857142857
1,4.3841837198,0,0,0,0,0.1026908292,9632,1,3,2,0,4,1,0,0,26.058988764,82,14.141025641,0,10,5.1743175137,0,0,0,0,2.8957643748,4.6777322699
0,4.6314625971,0,0,0,0,0.0454545455,1238,4,2,0,0,6,0,0,0,308.75,79,13.652173913,0,0,5.4268486194,0,0,5,0,2.6952403288,0.8090614887
16,4.604703199,4,3,2,0,0.0693946425,31060,21,13,1,0,18,1,2,35,38.6692209451,153,14.2156862745,0,32,4.9373778799,0,1,8,0,2.3933806166,25.5820865947
0,4.8841875695,0,2,2,0,0.1818181818,169,0,2,0,0,0,0,0,0,84,96,49,0,0,5.1590697767,0,0,0,0,3.0569687845,2.3668639053
0,4.6910408928,0,0,0,0,0.0454545455,1236,4,2,0,0,6,0,0,0,308.25,77,13.5652173913,0,0,5.424127605,0,0,5,0,2.6978306895,0.8103727715
0,4.1463762207,0,0,0,0,0.0836820084,1586,0,1,0,0,7,0,1,0,38.675,44,11.3703703704,0,2,4.3483014494,0,0,0,0,2.8503350537,35.5297157623
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.6897037322,0,0,0,0,0.1142857143,346,0,0,0,0,1,0,0,0,114.666666667,21,10.5,0,0,5.0418613052,0,0,0,0,2.5437681186,3.768115942
0,5.660195494,0,0,0,0,0.0454545455,382,2,1,0,0,0,0,0,0,382,195,66.6666666667,0,0,5.7405347155,0,0,0,0,2.5273745296,1.044386423
0,5.975467606,0,0,0,0,0.0700389105,5198,0,9,0,0,27,0,0,0,235.318181818,767,62.0563380282,0,4,6.1779283659,1,0,0,0,3.0416899601,1.8539976825
0,5.9753816752,0,0,0,0,0.0756972112,5089,0,8,0,0,26,0,0,0,230.363636364,787,63.3235294118,0,4,6.190567429,1,0,0,0,3.04893134,1.8346813967
1,4.361606276,0,1,1,0,0.0856423174,6448,4,5,0,0,11,0,0,0,37.8493975904,68,16.8157894737,1,1,4.8598300863,1,0,0,0,3.0977511611,23.6632718014
0,3.9262723741,0,0,0,0,0.0440251572,823,3,0,0,0,1,0,0,0,44.7777777778,29,11.9333333333,0,2,5.1954069917,0,0,0,0,2.8252657376,8.7980173482
0,5.9609749219,0,0,0,0,0.0866425993,5181,0,8,0,0,26,0,0,0,234.545454545,787,60.7183098592,0,4,6.1928961114,1,0,0,0,2.9566652214,1.840728541
0,5.9853254941,0,0,0,0,0.0637450199,5088,0,8,0,0,25,0,0,0,230.318181818,777,64.1940298507,0,4,6.182228412,1,0,0,0,3.0366836213,1.8350434096
0,5.9842987641,0,0,0,0,0.0677290837,5138,0,8,0,0,25,0,0,0,232.590909091,781,64.9104477612,0,4,6.1758816551,1,0,0,0,3.0237203302,1.817116061
10,5.5432958341,0,3,3,0,0.0679801474,22655,18,5,0,0,22,0,0,3,7551,220,11,4,50,5.3182053304,0,0,12,0,2.194707086,1.7038933522
0,4.6918779936,0,0,0,0,0.0454545455,1228,4,2,0,0,6,0,0,0,306.25,69,13.2173913043,0,0,5.4244834659,0,0,5,0,2.6978670852,0.8156606852
1,1.4229892249,0,0,0,0,0.0291262136,900,0,1,1,0,2,0,0,0,299.333333333,650,83.25,0,6,3.2346489952,0,0,0,0,0.6370215701,0.3337041157
31,4.8420575996,0,0,0,0,0.0589906417,18259,46,5,0,0,25,3,0,1,2281.5,299,11.8592964824,4,34,5.5339958427,2,0,7,0,2.2605744964,1.8901002575
19,6.0362384442,0,0,0,0,0.0421309562,24815,11,8,0,0,56,3,0,1,505.448979592,575,11.3585526316,9,49,5.6149390211,0,0,3,0,2.1894346434,1.845122739
169,6.0140910891,118,46,37,0,0.0518307793,334747,101,98,8,0,609,38,3,9,6562.68627451,15628,18.2753664846,23,647,5.3130913029,4,3,16,0,2.3408638118,1.9082874711
114,4.6332696895,0,2,2,0,0.0447889486,93660,99,22,1,0,121,24,1,4,15609.1666667,201,8.996124031,7,265,5.2933617843,1,0,17,0,2.0901540149,1.3282651405
0,4.5859130608,0,0,0,0,0.0454545455,1241,4,2,0,0,6,0,0,0,309.5,82,13.7826086957,0,0,5.4162353323,0,0,5,0,2.6932599142,0.807102502
0,6.0126567807,0,0,0,0,0.0794223827,5202,0,8,0,0,26,0,0,0,235.5,792,61.0422535211,0,4,6.1926328779,1,0,0,0,3.0073801079,1.8332690081
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,4.6332696895,0,2,2,0,0.044880483,93437,99,22,1,0,120,24,1,4,23358.5,201,8.9902912621,7,265,5.3731429268,1,0,17,0,2.0876241144,1.3303365976
65,4.7900172175,5,4,4,0,0.0660434345,434375,16,77,0,0,339,36,1,0,28.0766450231,156,11.3522689076,7,304,5.0910515078,15,0,0,0,2.5440484543,10.0143525384
347,6.0362384442,2,40,35,0,0.0562239704,400728,152,119,4,0,1753,5,5,83,22261.7222222,36633,30.4821842716,39,982,5.583252047,54,1,46,0,2.4319892513,1.8594401965
112,4.6332696895,0,3,2,0,0.0444052916,95932,106,30,4,0,120,21,1,6,15987.8333333,201,9.3048668503,7,274,5.3943261838,0,0,20,0,2.0957402724,1.4708948378
59,5.4699631405,0,3,2,0,0.0533400639,236827,1,504,14,0,1598,3,0,24,287.111922141,241,18.5345245974,1,258,5.6943102823,0,0,88,4,2.7612760813,3.3291385425
112,4.6332696895,0,3,2,0,0.0443854098,95979,106,30,4,0,120,21,1,6,11996.5,201,9.3036697248,7,274,5.3912466579,0,0,20,0,2.0963405107,1.4712471216
9,4.7256507561,0,0,0,0,0.042074364,7202,5,19,0,0,1,6,0,0,1799.75,65,21.2162162162,0,11,5.2268884281,0,0,0,0,2.8951195485,2.8055555556
79,4.4934334691,0,0,0,0,0.0461597518,85187,9,11,0,0,78,2,0,4,924.956521739,234,8.3057553957,4,259,5.4070642664,0,0,7,0,2.0193116923,1.3525741213
11,4.3661149381,0,0,0,0,0.0502199413,54782,0,5,4,0,40,0,1,3,3042.5,63,10.4076086957,1,53,5.2386881437,0,0,0,0,2.6381169131,1.1065259468
0,5.0929177103,0,0,0,0,0.2142857143,220,0,1,0,0,0,0,0,0,72.6666666667,166,83,0,0,5.2307022516,0,0,0,0,2.5464588552,8.6757990868
0,5.1266969581,0,0,0,0,0.1428571429,186,0,1,0,0,0,0,0,0,61.3333333333,167,83.5,0,0,5.1910001417,0,0,0,0,2.563348479,7.5675675676
9,4.7256507561,0,0,0,0,0.042074364,7202,5,19,0,0,1,6,0,0,1799.75,65,21.2162162162,0,11,5.2268884281,0,0,0,0,2.8951195485,2.8055555556
0,4.5284369202,0,0,0,0,0.0447761194,1347,4,2,0,0,6,0,0,0,336,82,13.4,0,0,5.4163334706,0,0,5,0,2.7103771992,0.7434944238
0,-1,0,0,0,0,0.01,356,0,0,0,0,0,0,0,0,356,0,0,0,0,3.4917007355,0,0,0,0,0,0
0,5.0335941261,6,1,0,0,0.12,2256,0,14,0,0,12,0,0,5,63.4857142857,167,24.4107142857,0,6,5.577104285,0,0,0,0,2.6560619147,3.3738191633
9,4.7256507561,0,0,0,0,0.042074364,7202,5,19,0,0,1,6,0,0,1799.75,65,21.2162162162,0,11,5.2268884281,0,0,0,0,2.8951195485,2.8055555556
0,4.2464393447,0,0,0,0,0.1428571429,57,0,0,0,0,0,0,0,0,57,40,20,0,0,4.6507132074,0,0,0,0,2.1232196723,0
0,4.2464393447,0,0,0,0,0.1428571429,57,0,0,0,0,0,0,0,0,57,40,20,0,0,4.6507132074,0,0,0,0,2.1232196723,0
0,4.2464393447,0,0,0,0,0.1428571429,57,0,0,0,0,0,0,0,0,57,40,20,0,0,4.6507132074,0,0,0,0,2.1232196723,0
0,4.2464393447,0,0,0,0,0.1428571429,57,0,0,0,0,0,0,0,0,57,40,20,0,0,4.6507132074,0,0,0,0,2.1232196723,0
0,4.2464393447,0,0,0,0,0.1428571429,57,0,0,0,0,0,0,0,0,57,40,20,0,0,4.6507132074,0,0,0,0,2.1232196723,0
0,4.2464393447,0,0,0,0,0.1428571429,57,0,0,0,0,0,0,0,0,57,40,20,0,0,4.6507132074,0,0,0,0,2.1232196723,0
0,4.2464393447,0,0,0,0,0.1428571429,57,0,0,0,0,0,0,0,0,57,40,20,0,0,4.6507132074,0,0,0,0,2.1232196723,0
0,4.2464393447,0,0,0,0,0.1428571429,57,0,0,0,0,0,0,0,0,57,40,20,0,0,4.6507132074,0,0,0,0,2.1232196723,0
0,4.2464393447,0,0,0,0,0.1428571429,57,0,0,0,0,0,0,0,0,57,40,20,0,0,4.6507132074,0,0,0,0,2.1232196723,0
0,4.2464393447,0,0,0,0,0.1428571429,57,0,0,0,0,0,0,0,0,57,40,20,0,0,4.6507132074,0,0,0,0,2.1232196723,0
0,4.2464393447,0,0,0,0,0.1428571429,57,0,0,0,0,0,0,0,0,57,40,20,0,0,4.6507132074,0,0,0,0,2.1232196723,0
0,4.2464393447,0,0,0,0,0.1428571429,57,0,0,0,0,0,0,0,0,57,40,20,0,0,4.6507132074,0,0,0,0,2.1232196723,0
0,4.2464393447,0,0,0,0,0.1428571429,57,0,0,0,0,0,0,0,0,57,40,20,0,0,4.6507132074,0,0,0,0,2.1232196723,0
0,4.2464393447,0,0,0,0,0.1428571429,57,0,0,0,0,0,0,0,0,57,40,20,0,0,4.6507132074,0,0,0,0,2.1232196723,0
0,4.2464393447,0,0,0,0,0.1428571429,57,0,0,0,0,0,0,0,0,57,40,20,0,0,4.6507132074,0,0,0,0,2.1232196723,0
0,4.2464393447,0,0,0,0,0.1428571429,57,0,0,0,0,0,0,0,0,57,40,20,0,0,4.6507132074,0,0,0,0,2.1232196723,0
0,4.2464393447,0,0,0,0,0.1428571429,57,0,0,0,0,0,0,0,0,57,40,20,0,0,4.6507132074,0,0,0,0,2.1232196723,0
0,4.2464393447,0,0,0,0,0.1428571429,57,0,0,0,0,0,0,0,0,57,40,20,0,0,4.6507132074,0,0,0,0,2.1232196723,0
